id,date,source,title,sector,sentiment,summary,year_month,year
31,2025-10-01,tekno.kompas.com,"Anthropic Rilis AI Claude Sonnet 4.5, Bisa ""Coding"" 30 Jam Nonstop",fintech,positive,"Anthropic, perusahaan AI asal Amerika Serikat, merilis model baru AI bernama Claude Sonnet, yang dirancang khusus untuk membantu dalam proses coding dan diklaim mampu menghasilkan aplikasi siap produksi, bukan sekadar prototip. Model ini diuji dengan benchmark pengkodingan yang sukses dan dikatakan lebih efektif daripada model-model terkemuka seperti OpenAI's GPT-Codex dan Google's Gemini.",2025-10,2025
32,2025-10-01,www.kompas.com,"10 Prompt Gemini AI untuk Edit Foto Maternity Kehamilan yang Estetik, Realistis, dan Elegan",ecommerce,positive,"Aplikasi AI bernama Gemini diimplementasikan untuk membantu ibu hamil membuat foto maternity estetik dan realistis dengan gaya elegan, sesuai untuk diunggah di media sosial. Proses mudah, cukup upload foto, masukkan prompt, dan aplikasi akan menghasilkan edit foto sesuai dengan deskripsi dan gaya yang diinginkan.",2025-10,2025
33,2025-10-01,www.kompas.com,10 Prompt Gemini AI untuk Edit Foto Berhijab dengan Tema Hari Batik Nasional yang Estetik dan Realistis,other,positive,"Sektor Industri: Media Sosial & Fashion

Implementasi AI: Aplikasi Gemini digunakan untuk membuat edit foto hijab dengan tema Batik Nasional, menggunakan promptnya yang sesuai dengan acara Hari Batik Nasional. Proses menggunakan image generation, memungkinkan pengguna unggah foto, memilih prompt sesuai, dan menerapkan editan realistis dengan gaya formal, seperti pose profesional dan struktur wajah yang diubah.",2025-10,2025
34,2025-10-01,tekno.kompas.com,"Saat Gemini AI Jadi ""Tour Guide Live"" Keliling Taman di Kichijoji Jepang",other,positive,"Implementasi AI dalam artikel tersebut terlihat melalui integrasi fitur chatbot bertindak secara otomatis, Gemini, di ponsel Samsung Flip yang digunakan sebagai pandu wisata di Taman Kichijoji di Tokyo. Fitur ini membantu pengguna mendapatkan informasi tempat wisata secara real-time, termasuk fakta sejarah dan lokasi, melalui bantuan suara chatbot dan fitur video live.",2025-10,2025
35,2025-10-01,www.kompas.com,10 Prompt Gemini AI untuk Edit Foto Tema Hari Batik Nasional dengan Berbagai Gaya,ecommerce,positive,"Aplikasi AI, Prompt Gemini, digunakan untuk mengedit foto dengan tema Hari Batik Nasional, memberikan hasil foto formal, elegan, dan bermanfaat untuk media sosial. Pengguna dapat membuat deskripsi prompt yang tepat untuk potret diri dengan batik, dengan latar belakang polos dan cahaya alami, hasil edit yang tegas dan nyata. Contoh prompt meliputi penggunaan batik modern dengan kemeja batik motif, lengan pendek, dan posisi badan serong, serta latar belakang studio dengan cahaya soft.

Analisis Sentimen:

Analisis sentimen terhadap teknologi AI di artikel tersebut lebih diarahkan terhadap positif. Artikel menceritakan tentang manfaat dan kemudahan yang diperoleh pengguna saat menggunakan Prompt Gemini untuk mengedit foto dengan tema Hari Batik Nasional. Kata-kata sepertu ""formal"", ""elegan"", ""nyata"", dan ""bermanfaat"" menunjukkan kepuasan pengguna terhadap hasil yang diperoleh. Namun, artikel tidak menyentuh aspek negatif seperti kesalahan atau limitasi dalam implementasi AI, maka analisis sentimen di sini hanya fokus pada aspek positif.

Klasifikasi Sektor Industri:

Implementasi AI dalam artikel ini terletak dalam sektor industri teknologi informasi dan komunikasi (TIK), lebih spesifiknya di bidang perubahan gambar digital (image processing) dan teknologi sosial media.",2025-10,2025
36,2025-10-01,www.kompas.com,"10 Prompt Gemini AI untuk Edit Foto Formal, Bisa Digunakan untuk CV dan Lamaran Pekerjaan",fintech,positive,"Implementasi AI dalam artikel tersebut terlihat di layar pencarian (prompt) untuk edifikasi foto formal, yang digunakan untuk menciptakan foto profesional untuk tujuan lamaran kerja. AI Gemini dijadikan alat untuk mengubah foto menjadi gaya formal yang elegan, sesuai dengan standar foto lamaran kerja, dengan pilihan latar belakang, cahaya, dan pengubahan wajah secara otomatis. Ini menunjukkan penggunaan AI dalam proses edifikasi foto untuk tujuan profesional, memudahkan pengguna dalam menciptakan foto lamaran kerja yang rapi dan profesional.",2025-10,2025
37,2025-10-01,www.kompas.com,Serikat Aktor Hollywood Kecam Keras Kemunculan Aktris AI Tilly Norwood,other,negative,"Serikat Aktor Hollywood kecam keras implementasi AI melalui aktris Tilly Norwood, yang diklaim sebagai entitas sintetis (karakter hasil program komputer) oleh kreator Eline van der Veld. SAG-AFTRA, serikat aktor, tegas entitas ini bukan orang aktor, menimbulkan kontroversi tentang potensi hilangnya kerja aktor manusia dan masalah emosi audiens yang terkait dengan karakter sintetis.

Analisis Sentimen:

Sentimen artikel tersebut lebih sengaja negatif, karena mencerminkan kecaman dan kebimbangan SAG-AFTRA terhadap implementasi AI melalui Tilly Norwood. Artikel menunjukkan kritikan terhadap potensi hilangnya kerja aktor manusia dan masalah emosi audiens yang mungkin timbul akibat adanya entitas sintetis dalam industri film. Namun, artikel juga menyampaikan perspektif kreatif dari pembangun AI, Eline van der Veld, yang melihat Tilly Norwood sebagai buah karya seni alat kreatif baru dan bukan sebagai ganti manusia.

Klasifikasi Sektor Industri:

Implementasi AI dalam konteks artikel ini terjadi dalam sektor industri film atau media. Karakter sintetis Tilly Norwood, hasil dari teknologi AI, digunakan sebagai aktor dalam proyek. Ini menunjukkan potensi besar AI dalam bidang seni dan hiburan, yang bisa mempengaruhi cara produksi dan pengalaman penonton.",2025-10,2025
38,2025-10-01,www.kompas.com,"Pasang Foto Ai Bersama Glenn Fredly, Gewa: Happy Birthday In Heaven Ayah",other,positive,"Implementasi AI dalam artikel tersebut tidak langsung terlihat, tetapi dapat dianalisis dari sudut sentimen dan interaksi masyarakat. Glenn Fredly, seorang musisi, menggunakan platform sosial media (Instagram) untuk mengingatkan kenangan terhadap ayahnya dengan mengunggah foto-foto bersama. Pembaca dan teman-artis yang berinteraksi dengan hati merah (emoji) dan komentar-komentar menunjukkan hubungan emosional yang kuat antara individu dan musikus terkenal ini. Ini, secara tidak langsung, menunjukkan potensi AI dalam analisis sentimen masyarakat dan mengumpulkan data interaksi sosial media untuk menggambarkan hubungan emosional antara individu atau masyarakat.",2025-10,2025
39,2025-10-01,tekno.kompas.com,"OpenAI Rilis Sora 2, Model AI Pembuat Video Realistis yang Paham Hukum Fisika",fintech,positive,"OpenAI merilis model AI baru bernama Sora, yang disesuaikan untuk membuat video realistis dan audio, melibatkan paham hukum fisika kompas. Sora, seperti ChatGPT, merupakan langkah momen besar dalam AI, meningkatkan kreativitas dan proses ide menjadi hasil nyata dengan tingkat seni hiburan yang lebih tinggi. Model ini, yang sedikit seperti aplikasi media sosial, dirilis pada awal Desember dan dijangka memiliki tingkat signifikan yang lebih besar dibandingkan generasi lama, terutama dalam pengertian objek video nyata.",2025-10,2025
40,2025-09-30,money.kompas.com,"Efisiensi dan Retensi, Begini Cara AI Dipakai Perusahaan di Ranah HR",fintech,positive,"Implementasi AI di sektor industri, terutama di Jakarta, digunakan untuk mencapai efisiensi retensi karyawan dan meningkatkan produktivitas melalui penggunaan teknologi Human Capital Management (HCM) yang berbasis AI. Ini dilakukan untuk mengurangi biaya operasi dan menciptakan talenta internal, dengan fokus pada strategis yang mendorong pertumbuhan bisnis dan dukungan produktivitas. Tren adopsi AI di kawasan Asia Tenggara menunjukkan potensi ekonomi besar, dengan persentase usaha yang mulai mengimplementasikan teknologi ini, walaupun masih dalam tahap awal.",2025-09,2025
41,2025-09-30,money.kompas.com,"Potensi Ekonomi Besar, Fintech dan Asuransi Garis Depan Adopsi AI",fintech,positive,"Implementasi AI dalam sektor fintech asuransi di Jakarta, sebagaimana dilaporkan oleh Kompas.com, menunjukkan potensi ekonomi besar dengan adopsi yang garis depan. Proyeksi kontribusi AI global mencapai triliun dolar, dengan manfaat lokal yang signifikan untuk PDB nasional. Sektor ini, yang memiliki beban operasional tinggi, diharapkan untuk menerapkan teknologi AI agentic intuitif, meningkatkan efisiensi dan menjadi pusat perhatian dalam peta ekonomi digital Asia Tenggara.",2025-09,2025
42,2025-09-28,tekno.kompas.com,"ChatGPT Pulse Dirilis, Asisten AI yang Bisa Kasih Update Harian Setiap Pagi",fintech,positive,"OpenAI, pusat penelitian AI asal Amerika, meluncurkan perbaruan bernama ChatGPT Pulse, yang merupakan asisten AI yang lebih proaktif. Fitur baru ini dapat memberikan update informasi harian, seperti rekomendasi makan malam, saran jalan, dan reminders ulang tahun, dengan presentasi kartu visual yang ringkas dan detail. ChatGPT Pulse juga menawarkan riset personal dan update waktu tepat, serta fungsi personalized research dan riwayat percakapan, dengan akses melalui aplikasi Gmail, Google Calendar, dan lain-lain.

Analisis Sentimen:

Analisis sentimen terhadap teknologi AI dalam artikel tersebut bernada positif. Artikel menyampaikan informasi tentang perbaruan ChatGPT Pulse dengan tone yang optimistis dan berharap terhadap potensi dan keuntungan dari fitur terbaru ini. Sentimen positif terlihat dari penjelasan fungsionalitas yang lebih lengkap, presentasi yang kartu visual, dan keuntungan praktis seperti riset personal dan update waktu tepat. Artikel juga menunjukkan perhatian terhadap perkembangan teknologi AI yang relevan untuk kehidupan harian, yang menunjukkan sentimen yang positif terhadap implementasi AI dalam sektor komunikasi dan asisten pribadi.",2025-09,2025
43,2025-09-28,nasional.kompas.com,Menlu di Dewan Keamanan PBB: Penggunaan AI Harus untuk Kemanusiaan,government,neutral,"Minister Luhut Pandjaitan menggunakan AI sebagai alat penting untuk memastikan manusia tetap memiliki kendali utama, terutama dalam konteks aplikasi militer aman di New York, Amerika Serikat. Sugiono, Menteri Luar Negara, menekankan kepentingan AI sebagai alat propaganda dan tata kelola multilateral inklusif, dengan fokus pada manfaat manusia sebagai subyek bukan sebagai objek, dan imitasi orientasi manusia. Pembangunan teknologi AI di Indonesia berkembang cepat, menjadi sumber keuntungan dan bahaya yang penting bagi seluruh negara.",2025-09,2025
44,2025-09-27,money.kompas.com,"Perusahaan Bakal Terapkan AI di Kedai Kopi, Petinggi Starbucks Mengundurkan Diri",other,neutral,"Pengembangan teknologi AI mendorong perubahan strategis di Starbucks Indonesia, yang terlihat dengan penundaan rencana ekspansi dan peningatan Deborah Hall Lefevre, CTO Starbucks, dari posisi. Ini mungkin mengindikasikan fokus lebih pada inovasi teknologi untuk meningkatkan efisiensi operasional dan pengalaman pelanggan.",2025-09,2025
45,2025-09-26,www.kompas.com,Partai Politik di Jepang Usul AI jadi Pemimpin Partai Usai Kalah Pemilu,other,neutral,"Partai politik Jepang merencanakan menggunakan chatbot penguin sebagai pimpinan partai setempat, dengan rencana untuk diluncurkan sekitar tengah September. Chatbot tersebut diancang untuk memiliki ciri-ciri yang hormat masyarakat Jepang yang sangat cinta hewan, dan diharapkan dapat mencapai presisi lebih tinggi dibandingkan manusia dalam proses pemilihan internal.",2025-09,2025
46,2025-09-25,www.kompas.com,Rusia Dukung Seruan Trump Larang Senjata Biologis Global,government,neutral,"Rusia mendukung usulan Presiden Amerika Serikat, Donald Trump, untuk larang senjata biologis global, menurut juru bicara Kremlin, Dmitry Peskov. Rusia siap partisipasi dalam proses larang tersebut, menurut Peskov. Usulan Trump, yang dianggap penting oleh Rusia, mencari verifikasi patuh antarnegara untuk larang senjata biologis.",2025-09,2025
47,2025-09-25,money.kompas.com,"Indonesia Bakal Terbitkan Dua Perpres AI Sekaligus, Apa Isinya ?",government,positive,"Indonesia siap mengeluarkan Presiden yang mengatur manfaat AI untuk peta jalan nasional, mendorong pembangunan aplikasi AI yang aman dan mendukung, serta menciptakan dokumen buku putih dan rencana proses harmonisasi hukum untuk aturan kontradiktif, dengan tujuan untuk mendorong pengembangan AI lokal yang mandiri dan bermanfaat bagi masyarakat.",2025-09,2025
48,2025-09-25,www.kompas.com,Bekerja dengan AI Membuat Orang Lebih Mudah Curang?,other,negative,"Studi baru dari Max Planck Institute for Human Development, University Duisburg Essen, dan Toulouse School of Economics menemukan bahwa kompas cerdas (AI) dapat meningkatkan curang dalam tugas-tugas yang melibatkan delegasi, karena membuat batas etika manusia lebih longgar. Eksperimen menunjukkan bahwa orang lebih cenderung untuk curang apabila digunakan AI, terutama dalam tugas yang membutuhkan dekatnya dan memungkinkan mereka untuk membuat keputusan yang tidak etis.",2025-09,2025
49,2025-09-24,tekno.kompas.com,"Bukan Cuma Satu, Inikah Deretan Gadget ChatGPT Pengganti Smartphone?",fintech,positive,"Implementasi AI dalam artikel tersebut terlihat melalui perangkat-perangkat inteligensi berdasarkan teknologi ChatGPT, yang disebut sebagai ganti smartphone. Ini termasuk speaker pintar, kacamata pintar, rekaman suara digital, dan perangkat wearable. Perangkat-perangkat ini diancang untuk menggantikan fungsi ponsel pintar dengan interaksi lebih sederhana dan etik melalui tampilan layar, dengan respons otomatis dari speaker.",2025-09,2025
50,2025-09-24,money.kompas.com,Google: 90 Persen Pegawai Sektor Teknologi Pakai AI untuk Kerja,fintech,neutral,"Ringkasan: Google menyelidiki bahwa sekitar 100% pekerja sektor teknologi di New York menggunakan AI dalam tugas mereka, dengan fokus pada modifikasi kode dan kerja tulis. Studi baru menunjukkan peningkatan penggunaan AI di industri teknologi, meskipun sentimen investor masih ragu. Tren baru adalah meningkatnya permintaan untuk pekerjaan rekayasa perangkat lunak, sebagai tren yang muncul di industri teknologi saat ini.",2025-09,2025
51,2025-10-01,www.viva.co.id,"Pesan Menohok Ketua Tim Reformasi Polri: Jadi Polisi Harus Ada Manfaatnya, Stop Sombong!",government,positive,"Tim Polri mengimplementasikan polisi ""Transformasi Reformasi"" yang menekankan integritas, empati, dan perilaku benar anggota polisi terhadap masyarakat. Polisi ini, yang dikomunikasikan oleh Komisaris Jenderal Polisi Chryshnanda, melibatkan anggota Polri untuk berubah sikap dari sombong dan bohong menjadi lebih transparan, jujur, dan peduli terhadap rakyat. Polisi ini juga melibatkan penghentian sikap arogan dan perilaku yang menyakiti masyarakat, dengan tujuan untuk menciptakan hubungan lebih baik antara Polri dan rakyat.",2025-10,2025
52,2025-10-01,www.viva.co.id,"Guru Agama di SMPN Maluku Setubuhi Muridnya di Jam Sekolah, Pelaku Ditangkap Polisi",other,negative,"Sekolah Tengah Pertiwi (STP) Seram, Kabupaten Seram Bagian Timur, dikenai kasus guru agama yang diduga melakukan tindakan pencurian fisik terhadap siswa. Polisi, setelah menerima laporan dari warga, menangkap seorang guru yang lulus PPG Tunjang Profesi. Kasus ini ungkap pada bulan Juli, dan foto-foto siswa yang terlibat circulating di media sosial. Keluarga korban dan warga setempat menyampaikan reaksi yang kagum dan kecewa, sedangkan investigasi masih dalam tahap awal.",2025-10,2025
53,2025-10-01,www.viva.co.id,"Pesan Menohok Ketua Tim Reformasi Polri: Jadi Polisi Harus Ada Manfaatnya, Stop Sombong!",government,neutral,"Tim Polri mengimplementasikan polisi transformasi reformasi dengan fokus pada integritas dan empati terhadap masyarakat, mengajak anggota polisi untuk berperilaku sejati, jujur, dan peduli, serta menghentikan sikap sombong dan bohong, sebagai langkah untuk meningkatkan percaya masyarakat terhadap institusi Polri.",2025-10,2025
54,2025-10-01,www.viva.co.id,"Guru Agama di SMPN Maluku Setubuhi Muridnya di Jam Sekolah, Pelaku Ditangkap Polisi",other,negative,"Sekolah Tengah Pertiwi (STP) Seram Barat, Kabupaten Seram Bagian Timur, Sumatera Timur, menjadi titik perhatian karena kasus guru agama yang dikatakan melakukan tindakan pencurian terhadap siswa. Polisi, setelah menerima laporan dari keluarga korban, menangkap seorang guru agama sebagai sosok tertentu yang diduga terlibat dalam kasus tersebut. Kasus ini, yang terjadi sejak bulan Juli tahun sebelumnya, terungkap setelah korban sedang melakukan tugas dengan teman di kelas, kemudian guru tersebut dikabarkan melakukan tindakan pencurian terhadap tangan siswa korban.

Analisis Sentimen:

Dari ringkasan tersebut, sentimen terhadap implementasi AI dalam konteks ini tidak terdapat secara langsung. Namun, kasus ini mungkin menimbulkan pertanyaan tentang kebutuhan pengembangan sistem keamanan dan monitoring dalam sekolah untuk mencegah tindakan seperti ini. Sentimen umum masyarakat mungkin negatif karena kecurian terhadap anak-anak, tetapi analisis lebih detail memerlukan data sentimen dari sumber-sumber lain.

Sektor Industri Relevan:

1. Edukasi: Implementasi AI dapat digunakan dalam sistem pengidentifikasi dan pencegahan tindakan pelanggaran terhadap siswa, seperti sistem pengenalan wajah untuk mencegah pencurian atau kehilangan siswa di dalam gedung sekolah.

2. Keamanan Publik: Pengembangan aplikasi AI untuk analisis video dan data untuk mendeteksi tindakan yang abnormal seperti yang terjadi dalam kasus ini.

3. Hukum dan Pemerintahan: Penggunaan AI untuk analisis data kasus dan predik",2025-10,2025
55,2025-10-01,lampung.viva.co.id,"Tegaskan Komitmen Jaga Ideologi, Wakapolres Tulang Bawang Pimpin Upacara Hari Kesaktian Pancasila",other,neutral,"Polres Tulang Bawang Bandung terus menerapkan teknologi AI dalam upacara Hari Sakti Pancasila, dengan komitmen untuk jaga ideologi Pancasila, sebagai tanda kesatuan dan stabilitas nasional, melalui upacara yang diresmi secara langsung oleh Kompol David Sianipar, Wakapolres, dan Kapolres Yuliansyah. Implementasi AI di sini digunakan untuk dokumentasi, pengawasan, dan pengingatan nilai-nilai Pancasila, sebagai bentuk sinergi masyarakat dalam jaga kestabilan dan aman negara.",2025-10,2025
56,2025-07-05,www.viva.co.id,Tsamara Amany Soroti Perubahan Cara Interaksi Generasi Muda di Tengah Perkembangan AI,edutech,positive,"Implementasi AI dalam artikel tersebut terkait dengan platform edukatif yang diancang oleh Generasi Muda untuk membangun karakter mereka, dengan fokus pada teknologi AI untuk efisiensi dan efektivitas dalam proses pembelajaran, serta membantu mereka mencari makna spiritual dan psikologis yang tenang dalam konteks Islam moderat.",2025-07,2025
57,2025-06-19,www.viva.co.id,"Tulis Pledoi di Balik Rutan, Sekjen PDIP Hasto Kristiyanto Bakal Pakai AI",government,neutral,"Pledoi DPR Hasto Kristiyanto menggunakan teknologi AI untuk merekayasa nota bela pleidoi dalam kasus duga suap rintang Sidi, anggota DPR. Dokumen tersebut dibaca oleh Guntur Romli, mantan Menteri Tani China yang jatuh hukum mati dan terima suap miliar. Proses ini dilakukan dengan menggunakan teknologi AI untuk mendapatkan informasi dan fakta yang akurat, sesuai dengan prinsip adil dan moralitas hukum.",2025-06,2025
58,2025-06-18,www.viva.co.id,Artificial Intelligence di Mata Ulama dan Akademisi: Sorotan MHM di Panggung Utama IBF 2025,other,positive,"Sebuah majelis hukama Muslimin (MHM) di Islamic Book Fair (IBF) Jakarta, yang jadi panggung utama gelaran, melibatkan tokoh-tokoh AI dan teknologi, seperti Prof. Quraish Shihab, Rezzy Eko Caraka, dan Prof. Pratikno, untuk diskusi tentang literasi, ilmu tahu modern, dan teknologi AI yang bertujuan untuk membimbing nilai-nilai Islam.",2025-06,2025
59,2025-06-11,www.viva.co.id,"Pramono Ungkap Jakarta Sudah Gunakan AI untuk Atur Lalu Lintas, Peringkat Kemacetan dari 30 ke 90",government,positive,"Dinas Hubung Jakarta mengimplementasikan Sistem Pengelola Lalu Lintas Intelligents (ITCS) yang berbasis Artificial Intelligence (AI) untuk mengatasi masalah lalu lintas yang sering kesalahan di Jakarta. Pramono, Gubernur Jakarta, menyatakan hasil diskusi dengan Direktur Dinas Hubung Jakarta, Syafrin, yang menunjukkan sistem AI dapat mengelola lalu lintas dengan baik, meningkatkan efisiensi dan mencegah kesalahan seperti potongan jalan.",2025-06,2025
60,2025-04-29,www.viva.co.id,Mendikdasmen Sebut Bakal Masukkan Mata Pelajaran Coding dan AI untuk 5 SD sampai SMA,edutech,positive,"Menteri Pendidikan dan Kebudayaan (Menkedu) Abdul Manan menyatakan rencana untuk memperkenalkan mata pelajaran coding yang berfokus pada inteligensi artifisial (AI) di sekolah-sekolah seni agama (SMA) di Jakarta. Kemendikbud merancang untuk memasukkan materi coding AI sebagai mata pelajaran wajib untuk seluruh jenjang pendidikan, mulai dari SMP hingga SMA. Telkom Indonesia menyambut rencana ini dan berkomitmen untuk mendukung pengembangan kurikulum yang relevan dengan teknologi terkini.

Analisis Sentimen:

Analisis sentimen terhadap implementasi AI dalam pendidikan di Indonesia, berdasarkan ringkasan di atas, menunjukkan positiif. Menteri Menkedu Abdul Manan dan Kemendikbud menunjukkan komitmen yang kuat untuk menerapkan AI dalam kurikulum sekolah, yang dianggap sebagai langkah positif untuk mendorong kemampuan siswa dalam bidang teknologi dan inteligensi artifisial. Selain itu, dukungan Telkom Indonesia menyampaikan sentimen positif terhadap inisiatif ini, menunjukkan potensi untuk kolaborasi antar sektor dalam menciptakan program pendidikan yang lebih baik. Namun, analisis lanjutan mungkin diperlukan untuk mengambil kira sentimen publik lebih luas.",2025-04,2025
